-9.4248,-0.024611
-9.387,0.039957
-9.3492,0.10479
-9.3115,0.1144
-9.2737,0.067496
-9.2359,0.020658
-9.1981,0.015219
-9.1604,0.010411
-9.1226,0.026388
-9.0848,0.065174
-9.047,0.10393
-9.0093,0.12536
-8.9715,0.14625
-8.9337,0.12365
-8.8959,0.049544
-8.8582,-0.024191
-8.8204,0.05314
-8.7826,0.13837
-8.7448,0.17293
-8.7071,0.14666
-8.6693,0.1204
-8.6315,0.10239
-8.5937,0.084918
-8.556,0.087303
-8.5182,0.1158
-8.4804,0.14429
-8.4426,0.08994
-8.4049,0.028582
-8.3671,0.023535
-8.3293,0.097414
-8.2915,0.17098
-8.2538,0.11347
-8.216,0.042541
-8.1782,0.02347
-8.1404,0.080997
-8.1027,0.13842
-8.0649,0.16399
-8.0271,0.18583
-7.9893,0.20805
-7.9516,0.23086
-7.9138,0.25367
-7.876,0.25285
-7.8382,0.24879
-7.8005,0.22373
-7.7627,0.1629
-7.7249,0.10214
-7.6871,0.12874
-7.6494,0.16904
-7.6116,0.18067
-7.5738,0.14065
-7.536,0.10065
-7.4983,0.10014
-7.4605,0.10663
-7.4227,0.10163
-7.3849,0.074448
-7.3472,0.047271
-7.3094,0.07608
-7.2716,0.11607
-7.2338,0.12004
-7.1961,0.049056
-7.1583,-0.021814
-7.1205,0.0015821
-7.0827,0.045737
-7.045,0.074027
-7.0072,0.067497
-6.9694,0.060966
-6.9317,0.033466
-6.8939,0.00082852
-6.8561,-0.0023642
-6.8183,0.064763
-6.7806,0.13184
-6.7428,0.10302
-6.705,0.048523
-6.6672,0.010036
-6.6295,0.011931
-6.5917,0.013826
-6.5539,0.066114
-6.5161,0.13351
-6.4784,0.16948
-6.4406,0.12001
-6.4028,0.070537
-6.365,0.0343
-6.3273,0.0022024
-6.2895,-0.028496
-6.2517,-0.055104
-6.2139,-0.081712
-6.1762,-0.028169
-6.1384,0.053962
-6.1006,0.091891
-6.0628,-0.013368
-6.0251,-0.11833
-5.9873,-0.12844
-5.9495,-0.10413
-5.9117,-0.083136
-5.874,-0.073792
-5.8362,-0.064448
-5.7984,-0.10303
-5.7606,-0.16092
-5.7229,-0.19626
-5.6851,-0.145
-5.6473,-0.093715
-5.6095,-0.12221
-5.5718,-0.18522
-5.534,-0.22599
-5.4962,-0.17293
-5.4584,-0.11985
-5.4207,-0.11641
-5.3829,-0.13593
-5.3451,-0.14581
-5.3073,-0.11043
-5.2696,-0.075052
-5.2318,-0.085846
-5.194,-0.11956
-5.1562,-0.15549
-5.1185,-0.20315
-5.0807,-0.25082
-5.0429,-0.25253
-5.0051,-0.22987
-4.9674,-0.21093
-4.9296,-0.21387
-4.8918,-0.2168
-4.854,-0.18601
-4.8163,-0.13606
-4.7785,-0.094856
-4.7407,-0.11159
-4.7029,-0.12833
-4.6652,-0.16147
-4.6274,-0.20457
-4.5896,-0.2459
-4.5518,-0.27387
-4.5141,-0.30184
-4.4763,-0.28529
-4.4385,-0.24003
-4.4007,-0.20548
-4.363,-0.26673
-4.3252,-0.328
-4.2874,-0.34464
-4.2496,-0.33068
-4.2119,-0.31243
-4.1741,-0.24813
-4.1363,-0.18379
-4.0986,-0.16485
-4.0608,-0.17901
-4.023,-0.18758
-3.9852,-0.12199
-3.9475,-0.056282
-3.9097,-0.047178
-3.8719,-0.081896
-3.8341,-0.11226
-3.7964,-0.06841
-3.7586,-0.02452
-3.7208,-0.0067397
-3.683,-0.010451
-3.6453,-0.014533
-3.6075,-0.02748
-3.5697,-0.040427
-3.5319,-0.081237
-3.4942,-0.14667
-3.4564,-0.209
-3.4186,-0.15631
-3.3808,-0.10358
-3.3431,-0.099989
-3.3053,-0.14217
-3.2675,-0.18298
-3.2297,-0.09074
-3.192,0.0024471
-3.1542,0.060009
-3.1164,0.083666
-3.0786,0.10732
-3.0409,0.13652
-3.0031,0.16576
-2.9653,0.15486
-2.9275,0.10155
-2.8898,0.048333
-2.852,0.083283
-2.8142,0.12007
-2.7764,0.15253
-2.7387,0.18023
-2.7009,0.20792
-2.6631,0.16857
-2.6253,0.12673
-2.5876,0.15499
-2.5498,0.26795
-2.512,0.37958
-2.4742,0.28896
-2.4365,0.18676
-2.3987,0.14755
-2.3609,0.18678
-2.3231,0.22599
-2.2854,0.27426
-2.2476,0.32318
-2.2098,0.36274
-2.172,0.38978
-2.1343,0.41681
-2.0965,0.40082
-2.0587,0.38107
-2.0209,0.41266
-1.9832,0.51785
-1.9454,0.62292
-1.9076,0.58835
-1.8698,0.53906
-1.8321,0.49716
-1.7943,0.46646
-1.7565,0.43575
-1.7187,0.51462
-1.681,0.60725
-1.6432,0.64937
-1.6054,0.60996
-1.5676,0.57055
-1.5299,0.58524
-1.4921,0.6077
-1.4543,0.62534
-1.4165,0.63464
-1.3788,0.64395
-1.341,0.63987
-1.3032,0.6336
-1.2655,0.65441
-1.2277,0.72516
-1.1899,0.79589
-1.1521,0.78707
-1.1144,0.76356
-1.0766,0.7425
-1.0388,0.72624
-1.001,0.70997
-0.96325,0.77652
-0.92548,0.86019
-0.8877,0.91862
-0.84993,0.9239
-0.81216,0.92918
-0.77438,0.89758
-0.73661,0.85755
-0.69883,0.85045
-0.66106,0.91789
-0.62328,0.98532
-0.58551,0.96832
-0.54773,0.93009
-0.50996,0.90875
-0.47218,0.92846
-0.43441,0.94817
-0.39663,0.9519
-0.35886,0.95122
-0.32108,0.95975
-0.28331,0.99239
-0.24554,1.025
-0.20776,1.0491
-0.16999,1.0706
-0.13221,1.0809
-0.094437,1.0593
-0.056662,1.0378
-0.018887,1.0376
0.018887,1.0445
0.056662,1.0475
0.094437,1.0388
0.13221,1.0302
0.16999,0.98818
0.20776,0.93432
0.24554,0.88886
0.28331,0.87131
0.32108,0.85376
0.35886,0.85372
0.39663,0.86037
0.43441,0.86809
0.47218,0.87969
0.50996,0.89128
0.54773,0.92996
0.58551,0.97977
0.62328,1.0097
0.66106,0.96086
0.69883,0.91196
0.73661,0.86839
0.77438,0.82715
0.81216,0.80482
0.84993,0.86524
0.8877,0.92567
0.92548,0.93247
0.96325,0.91387
1.001,0.89574
1.0388,0.87992
1.0766,0.8641
1.1144,0.8431
1.1521,0.81948
1.1899,0.79205
1.2277,0.74398
1.2655,0.69592
1.3032,0.65616
1.341,0.62091
1.3788,0.59384
1.4165,0.6168
1.4543,0.63975
1.4921,0.68164
1.5299,0.73449
1.5676,0.76482
1.6054,0.63801
1.6432,0.51097
1.681,0.49489
1.7187,0.54691
1.7565,0.59527
1.7943,0.61421
1.8321,0.63315
1.8698,0.60901
1.9076,0.5565
1.9454,0.50898
1.9832,0.50862
2.0209,0.50827
2.0587,0.49846
2.0965,0.48202
2.1343,0.46233
2.172,0.40553
2.2098,0.34872
2.2476,0.29972
2.2854,0.25649
2.3231,0.21507
2.3609,0.19934
2.3987,0.18361
2.4365,0.18817
2.4742,0.20883
2.512,0.22512
2.5498,0.15851
2.5876,0.091675
2.6253,0.097893
2.6631,0.16574
2.7009,0.23049
2.7387,0.21891
2.7764,0.20733
2.8142,0.17546
2.852,0.12527
2.8898,0.075505
2.9275,0.042435
2.9653,0.0093493
3.0031,-0.022202
3.0409,-0.05234
3.0786,-0.082165
3.1164,-0.052272
3.1542,-0.022368
3.192,-0.020674
3.2297,-0.047468
3.2675,-0.074255
3.3053,-0.035815
3.3431,0.0033283
3.3808,-0.01798
3.4186,-0.10498
3.4564,-0.19135
3.4942,-0.13151
3.5319,-0.067779
3.5697,-0.044757
3.6075,-0.067935
3.6453,-0.091111
3.683,-0.066029
3.7208,-0.03892
3.7586,-0.037227
3.7964,-0.066316
3.8341,-0.095399
3.8719,-0.16999
3.9097,-0.24739
3.9475,-0.25354
3.9852,-0.16791
4.023,-0.082388
4.0608,-0.16926
4.0986,-0.2695
4.1363,-0.33158
4.1741,-0.34215
4.2119,-0.35271
4.2496,-0.32202
4.2874,-0.28748
4.3252,-0.26309
4.363,-0.25352
4.4007,-0.24394
4.4385,-0.25517
4.4763,-0.26873
4.5141,-0.25978
4.5518,-0.21589
4.5896,-0.17202
4.6274,-0.20705
4.6652,-0.25241
4.7029,-0.24734
4.7407,-0.15851
4.7785,-0.069741
4.8163,-0.088596
4.854,-0.12354
4.8918,-0.14493
4.9296,-0.14247
4.9674,-0.14
5.0051,-0.124
5.0429,-0.10568
5.0807,-0.12203
5.1185,-0.20405
5.1562,-0.28599
5.194,-0.27774
5.2318,-0.25226
5.2696,-0.22297
5.3073,-0.18599
5.3451,-0.149
5.3829,-0.10295
5.4207,-0.054904
5.4584,-0.015311
5.4962,0.0061718
5.534,0.027653
5.5718,-0.00091755
5.6095,-0.041356
5.6473,-0.08883
5.6851,-0.15292
5.7229,-0.21697
5.7606,-0.14207
5.7984,-0.02904
5.8362,0.048065
5.874,0.040249
5.9117,0.032434
5.9495,0.0096698
5.9873,-0.017353
6.0251,-0.027343
6.0628,0.0084116
6.1006,0.044162
6.1384,0.044211
6.1762,0.033239
6.2139,0.020845
6.2517,0.0043182
6.2895,-0.012209
6.3273,-0.027686
6.365,-0.042812
6.4028,-0.054089
6.4406,-0.053261
6.4784,-0.052433
6.5161,-0.037983
6.5539,-0.018585
6.5917,-0.0015287
6.6295,0.00752
6.6672,0.016569
6.705,0.026905
6.7428,0.037746
6.7806,0.049901
6.8183,0.066975
6.8561,0.08405
6.8939,0.12505
6.9317,0.17625
6.9694,0.19979
7.0072,0.10838
7.045,0.016668
7.0827,-0.0041065
7.1205,0.0065181
7.1583,0.021943
7.1961,0.059153
7.2338,0.096372
7.2716,0.097313
7.3094,0.080684
7.3472,0.079289
7.3849,0.15521
7.4227,0.23124
7.4605,0.25349
7.4983,0.2482
7.536,0.24584
7.5738,0.25992
7.6116,0.27401
7.6494,0.2186
7.6871,0.1229
7.7249,0.051211
7.7627,0.12586
7.8005,0.20066
7.8382,0.21235
7.876,0.18715
7.9138,0.15941
7.9516,0.11299
7.9893,0.066525
8.0271,0.088428
8.0649,0.15376
8.1027,0.2072
8.1404,0.16241
8.1782,0.11759
8.216,0.076549
8.2538,0.037937
8.2915,0.0073731
8.3293,0.057502
8.3671,0.1077
8.4049,0.096103
8.4426,0.04016
8.4804,-0.01083
8.5182,-0.0032119
8.556,0.004406
8.5937,0.022735
8.6315,0.049228
8.6693,0.074056
8.7071,0.073077
8.7448,0.072098
8.7826,0.049998
8.8204,0.010741
8.8582,-0.027278
8.8959,-0.039966
8.9337,-0.052653
8.9715,-0.02505
9.0093,0.037579
9.047,0.099064
9.0848,0.13262
9.1226,0.16619
9.1604,0.15927
9.1981,0.1153
9.2359,0.071201
9.2737,0.015609
9.3115,-0.040126
9.3492,-0.033119
9.387,0.035059
9.4248,0.10289
