dia,M_0,F_0,O_0,M_3,F_3,O_3,M_4,F_4,O_4,num_of_stations
2017-03-29,1073,463,1.0,117,79,0.0,5.0,1.0,0.0,80.0
2017-03-30,640,240,0.0,68,41,0.0,3.0,0.0,0.0,80.0
2017-03-31,937,376,2.0,149,73,0.0,13.0,8.0,0.0,80.0
2017-04-01,336,116,1.0,95,41,0.0,0.0,2.0,0.0,80.0
2017-04-02,642,410,1.0,141,90,0.0,0.0,1.0,0.0,80.0
2017-04-03,1035,441,2.0,175,83,0.0,4.0,1.0,0.0,80.0
2017-04-04,1149,377,0.0,146,70,0.0,4.0,3.0,0.0,80.0
2017-04-05,963,375,1.0,176,75,0.0,1.0,1.0,0.0,80.0
2017-04-06,1052,431,1.0,165,87,0.0,3.0,0.0,0.0,80.0
2017-04-07,1004,383,0.0,147,44,0.0,0.0,2.0,0.0,80.0
2017-04-08,781,390,1.0,149,68,0.0,0.0,3.0,0.0,80.0
2017-04-09,697,428,1.0,106,54,0.0,3.0,1.0,0.0,80.0
2017-04-10,1136,459,0.0,161,50,0.0,9.0,1.0,0.0,80.0
2017-04-11,808,300,5.0,132,55,0.0,1.0,0.0,0.0,80.0
2017-04-12,1176,465,1.0,239,84,0.0,4.0,1.0,0.0,80.0
2017-04-13,694,286,1.0,136,67,0.0,5.0,3.0,0.0,80.0
2017-04-14,521,295,1.0,74,43,0.0,5.0,5.0,0.0,80.0
2017-04-15,630,346,0.0,63,54,0.0,3.0,3.0,0.0,80.0
2017-04-16,523,361,1.0,78,37,0.0,4.0,0.0,0.0,80.0
2017-04-17,1023,416,0.0,170,76,0.0,4.0,1.0,0.0,80.0
2017-04-18,1078,453,0.0,156,79,0.0,2.0,0.0,0.0,80.0
2017-04-19,1294,543,0.0,210,69,0.0,5.0,0.0,0.0,80.0
2017-04-20,1003,361,0.0,141,53,0.0,3.0,0.0,0.0,80.0
2017-04-21,724,402,0.0,132,74,0.0,1.0,0.0,0.0,80.0
2017-04-22,689,350,0.0,148,79,0.0,2.0,1.0,0.0,80.0
2017-04-23,607,440,1.0,107,92,0.0,5.0,2.0,0.0,80.0
2017-04-24,791,361,0.0,129,71,0.0,10.0,3.0,0.0,80.0
2017-04-25,998,459,0.0,153,83,0.0,2.0,1.0,0.0,80.0
2017-04-26,1071,486,1.0,115,54,0.0,7.0,2.0,0.0,80.0
2017-04-27,999,454,1.0,131,83,0.0,2.0,3.0,0.0,80.0
2017-04-28,967,450,3.0,175,80,0.0,3.0,1.0,0.0,80.0
2017-04-29,696,329,0.0,74,42,0.0,2.0,3.0,0.0,80.0
2017-04-30,531,391,1.0,80,42,1.0,3.0,1.0,0.0,80.0
2017-05-01,729,375,2.0,99,61,0.0,3.0,3.0,0.0,80.0
2017-05-02,427,155,0.0,37,10,0.0,1.0,1.0,0.0,80.0
2017-05-03,805,422,0.0,134,72,0.0,5.0,2.0,0.0,80.0
2017-05-04,975,409,0.0,164,85,1.0,7.0,2.0,0.0,80.0
2017-05-05,929,467,3.0,123,73,0.0,3.0,4.0,0.0,80.0
2017-05-06,748,393,4.0,86,45,0.0,1.0,1.0,0.0,80.0
2017-05-07,724,358,1.0,103,63,0.0,4.0,0.0,0.0,80.0
2017-05-08,745,336,1.0,98,46,0.0,1.0,2.0,0.0,80.0
2017-05-09,1079,479,1.0,141,73,0.0,5.0,2.0,0.0,80.0
2017-05-10,1060,511,2.0,132,77,0.0,2.0,0.0,0.0,80.0
2017-05-11,1085,478,2.0,150,97,1.0,3.0,2.0,0.0,80.0
2017-05-12,995,423,2.0,149,62,0.0,5.0,1.0,0.0,80.0
2017-05-13,788,367,0.0,111,74,1.0,3.0,0.0,0.0,80.0
2017-05-14,572,298,1.0,97,32,0.0,3.0,1.0,0.0,80.0
2017-05-15,1068,472,0.0,142,77,0.0,7.0,3.0,0.0,80.0
2017-05-16,1163,535,1.0,269,102,0.0,3.0,3.0,0.0,80.0
2017-05-17,988,498,1.0,173,67,0.0,2.0,0.0,1.0,80.0
2017-05-18,1009,510,5.0,215,161,0.0,1.0,0.0,0.0,80.0
2017-05-19,1028,409,2.0,156,67,0.0,1.0,1.0,0.0,80.0
2017-05-20,835,436,1.0,143,73,0.0,1.0,2.0,0.0,80.0
2017-05-21,716,424,3.0,78,53,0.0,1.0,0.0,0.0,80.0
2017-05-22,978,492,0.0,79,44,0.0,1.0,0.0,0.0,80.0
2017-05-23,1048,525,1.0,97,46,0.0,3.0,1.0,0.0,80.0
2017-05-24,1104,508,1.0,147,72,0.0,5.0,2.0,1.0,80.0
2017-05-25,1056,477,0.0,127,96,0.0,9.0,5.0,1.0,80.0
2017-05-26,1061,446,1.0,170,72,1.0,3.0,1.0,0.0,80.0
2017-05-27,707,337,0.0,87,41,0.0,3.0,0.0,0.0,80.0
2017-05-28,523,333,0.0,71,41,0.0,4.0,3.0,0.0,80.0
2017-05-29,553,246,0.0,73,32,0.0,0.0,0.0,0.0,80.0
2017-05-30,985,450,1.0,131,66,0.0,4.0,2.0,0.0,80.0
2017-05-31,960,417,0.0,144,74,0.0,3.0,1.0,0.0,80.0
2017-06-01,1025,459,1.0,177,95,0.0,1.0,0.0,0.0,80.0
2017-06-02,1030,487,0.0,195,73,0.0,1.0,0.0,0.0,80.0
2017-06-03,755,331,0.0,124,55,0.0,3.0,0.0,0.0,80.0
2017-06-04,598,377,0.0,110,50,0.0,1.0,2.0,0.0,80.0
2017-06-05,1018,496,2.0,164,83,1.0,0.0,0.0,0.0,80.0
2017-06-06,1096,529,0.0,142,91,0.0,7.0,0.0,0.0,80.0
2017-06-07,1122,492,1.0,193,77,0.0,6.0,0.0,0.0,80.0
2017-06-08,1067,478,0.0,165,75,0.0,3.0,3.0,0.0,80.0
2017-06-09,1033,397,0.0,205,81,0.0,1.0,2.0,0.0,80.0
2017-06-10,683,320,0.0,116,57,0.0,2.0,3.0,0.0,80.0
2017-06-11,596,376,0.0,94,67,0.0,2.0,3.0,0.0,80.0
2017-06-12,855,365,0.0,157,68,0.0,4.0,2.0,0.0,80.0
2017-06-13,986,459,0.0,188,70,0.0,6.0,0.0,0.0,80.0
2017-06-14,962,429,1.0,162,83,0.0,5.0,0.0,0.0,80.0
2017-06-15,718,417,0.0,159,62,0.0,1.0,1.0,0.0,80.0
2017-06-16,863,438,3.0,138,52,1.0,5.0,1.0,0.0,80.0
2017-06-17,705,436,2.0,81,75,0.0,2.0,2.0,0.0,80.0
2017-06-18,624,389,0.0,85,62,0.0,4.0,2.0,0.0,80.0
2017-06-19,897,461,1.0,148,72,3.0,5.0,0.0,0.0,80.0
2017-06-20,926,444,1.0,149,83,0.0,2.0,2.0,0.0,80.0
2017-06-21,940,464,0.0,118,90,0.0,1.0,2.0,0.0,80.0
2017-06-22,967,451,0.0,128,54,0.0,2.0,1.0,0.0,80.0
2017-06-23,880,412,0.0,122,53,2.0,2.0,2.0,0.0,80.0
2017-06-24,734,347,3.0,80,47,1.0,2.0,0.0,0.0,80.0
2017-06-25,594,324,0.0,97,43,0.0,3.0,2.0,0.0,80.0
2017-06-26,923,431,0.0,154,73,0.0,3.0,1.0,0.0,80.0
2017-06-27,1012,501,0.0,204,69,0.0,2.0,0.0,0.0,80.0
2017-06-28,902,392,1.0,216,90,2.0,5.0,1.0,0.0,80.0
2017-06-29,953,447,0.0,180,81,0.0,5.0,1.0,0.0,80.0
2017-06-30,869,428,4.0,245,103,2.0,3.0,0.0,0.0,80.0
2017-07-01,691,416,1.0,136,69,0.0,1.0,0.0,0.0,80.0
2017-07-02,668,477,0.0,100,63,0.0,5.0,2.0,0.0,80.0
2017-07-03,803,386,0.0,134,72,0.0,5.0,3.0,0.0,80.0
2017-07-04,906,445,2.0,176,111,0.0,3.0,4.0,0.0,80.0
2017-07-05,958,470,0.0,178,92,0.0,6.0,1.0,0.0,80.0
2017-07-06,1004,483,0.0,178,98,0.0,2.0,0.0,0.0,80.0
2017-07-07,885,467,0.0,141,77,0.0,5.0,1.0,0.0,80.0
2017-07-08,639,377,0.0,108,50,0.0,1.0,2.0,0.0,80.0
2017-07-09,726,474,1.0,113,88,0.0,1.0,1.0,0.0,80.0
2017-07-10,807,422,1.0,138,93,0.0,2.0,2.0,0.0,80.0
2017-07-11,861,435,0.0,163,70,0.0,5.0,2.0,0.0,80.0
2017-07-12,980,499,0.0,138,91,0.0,5.0,1.0,0.0,80.0
2017-07-13,914,493,2.0,128,74,0.0,5.0,0.0,0.0,80.0
2017-07-14,931,470,0.0,198,91,0.0,3.0,1.0,0.0,80.0
2017-07-15,747,418,0.0,119,42,0.0,2.0,2.0,0.0,80.0
2017-07-16,706,473,1.0,65,56,0.0,0.0,1.0,0.0,80.0
2017-07-17,922,487,2.0,126,80,0.0,4.0,2.0,1.0,80.0
2017-07-18,1005,535,1.0,146,94,0.0,2.0,2.0,0.0,80.0
2017-07-19,938,492,2.0,103,67,3.0,9.0,6.0,0.0,80.0
2017-07-20,745,363,0.0,115,56,0.0,2.0,3.0,0.0,80.0
2017-07-21,723,352,3.0,94,46,0.0,6.0,2.0,0.0,80.0
2017-07-22,711,351,4.0,102,43,0.0,3.0,0.0,0.0,80.0
2017-07-23,729,469,0.0,59,61,0.0,1.0,5.0,0.0,80.0
2017-07-24,913,531,3.0,130,60,0.0,4.0,2.0,0.0,80.0
2017-07-25,856,442,5.0,114,73,0.0,3.0,0.0,0.0,80.0
2017-07-26,914,417,2.0,203,115,0.0,2.0,0.0,0.0,80.0
2017-07-27,732,353,0.0,97,53,0.0,0.0,1.0,0.0,80.0
2017-07-28,750,378,2.0,84,37,1.0,1.0,1.0,0.0,80.0
2017-07-29,725,441,1.0,83,36,0.0,5.0,0.0,0.0,80.0
2017-07-30,671,432,3.0,64,37,0.0,3.0,1.0,0.0,80.0
2017-07-31,876,445,3.0,85,26,0.0,3.0,0.0,0.0,80.0
2017-08-01,879,455,6.0,78,42,0.0,4.0,2.0,0.0,80.0
2017-08-02,944,497,6.0,97,70,0.0,3.0,2.0,0.0,80.0
2017-08-03,968,447,10.0,126,74,0.0,4.0,1.0,0.0,80.0
2017-08-04,981,436,8.0,177,85,0.0,7.0,2.0,0.0,80.0
2017-08-05,734,407,2.0,128,58,1.0,6.0,0.0,0.0,80.0
2017-08-06,771,491,3.0,204,92,0.0,4.0,3.0,0.0,80.0
2017-08-07,940,449,6.0,152,92,1.0,7.0,0.0,0.0,80.0
2017-08-08,891,452,7.0,114,72,0.0,4.0,2.0,0.0,80.0
2017-08-09,885,431,6.0,85,53,0.0,5.0,1.0,0.0,80.0
2017-08-10,869,395,5.0,129,47,2.0,2.0,2.0,0.0,80.0
2017-08-11,891,359,1.0,155,29,0.0,2.0,2.0,0.0,80.0
2017-08-12,697,327,0.0,116,50,0.0,1.0,0.0,0.0,80.0
2017-08-13,597,377,0.0,67,47,0.0,1.0,0.0,0.0,80.0
2017-08-14,780,344,1.0,80,28,0.0,3.0,1.0,0.0,80.0
2017-08-15,821,506,1.0,170,81,0.0,3.0,2.0,0.0,80.0
2017-08-16,1017,457,4.0,135,67,0.0,6.0,4.0,0.0,80.0
2017-08-17,936,431,4.0,141,70,0.0,3.0,1.0,0.0,80.0
2017-08-18,985,390,1.0,137,77,1.0,4.0,1.0,0.0,80.0
2017-08-19,741,379,2.0,133,80,1.0,1.0,2.0,0.0,80.0
2017-08-20,663,448,0.0,174,93,0.0,1.0,0.0,0.0,80.0
2017-08-21,773,394,3.0,107,69,0.0,5.0,2.0,0.0,80.0
2017-08-22,1012,397,6.0,153,54,1.0,2.0,0.0,0.0,80.0
2017-08-23,949,444,5.0,159,75,0.0,1.0,1.0,0.0,80.0
2017-08-24,983,423,5.0,129,53,0.0,0.0,0.0,0.0,80.0
2017-08-25,911,361,0.0,144,46,0.0,2.0,1.0,0.0,80.0
2017-08-26,651,298,0.0,56,31,1.0,2.0,0.0,0.0,80.0
2017-08-27,689,441,2.0,77,54,0.0,0.0,0.0,0.0,80.0
2017-08-28,941,426,3.0,141,44,0.0,2.0,2.0,0.0,80.0
2017-08-29,954,426,6.0,144,86,1.0,7.0,1.0,0.0,80.0
2017-08-30,900,324,4.0,177,68,0.0,8.0,1.0,0.0,80.0
2017-08-31,843,325,1.0,118,52,0.0,2.0,1.0,0.0,80.0
2017-09-01,888,349,4.0,85,29,0.0,3.0,0.0,0.0,80.0
2017-09-02,636,323,1.0,47,27,0.0,0.0,1.0,0.0,80.0
2017-09-03,693,419,0.0,74,25,0.0,3.0,0.0,0.0,80.0
2017-09-04,799,378,0.0,104,44,0.0,4.0,0.0,0.0,80.0
2017-09-05,918,417,3.0,135,49,0.0,6.0,1.0,0.0,80.0
2017-09-06,894,371,2.0,105,43,0.0,2.0,1.0,0.0,80.0
2017-09-07,624,417,0.0,66,62,0.0,3.0,1.0,0.0,80.0
2017-09-08,786,351,0.0,85,38,0.0,5.0,0.0,0.0,80.0
2017-09-09,671,375,1.0,101,43,0.0,2.0,0.0,0.0,80.0
2017-09-10,595,396,0.0,56,44,0.0,0.0,1.0,0.0,80.0
2017-09-11,889,417,3.0,67,46,0.0,4.0,1.0,0.0,80.0
2017-09-12,881,384,4.0,103,44,0.0,2.0,2.0,0.0,80.0
2017-09-13,913,383,3.0,66,40,0.0,2.0,2.0,0.0,80.0
2017-09-14,902,403,5.0,73,45,1.0,2.0,0.0,0.0,80.0
2017-09-15,912,351,0.0,57,49,0.0,6.0,1.0,0.0,80.0
2017-09-16,619,291,2.0,58,36,0.0,1.0,2.0,0.0,80.0
2017-09-17,667,444,5.0,82,53,2.0,3.0,3.0,0.0,80.0
2017-09-18,841,333,1.0,132,56,0.0,1.0,0.0,0.0,80.0
2017-09-19,898,384,3.0,121,85,1.0,3.0,2.0,0.0,80.0
2017-09-20,895,373,3.0,103,46,0.0,1.0,1.0,0.0,80.0
2017-09-21,892,351,4.0,123,32,0.0,5.0,5.0,0.0,80.0
2017-09-22,824,366,1.0,110,43,0.0,8.0,2.0,0.0,80.0
2017-09-23,628,282,3.0,80,38,0.0,2.0,0.0,0.0,80.0
2017-09-24,552,334,2.0,85,38,0.0,1.0,3.0,0.0,80.0
2017-09-25,802,386,5.0,103,25,4.0,0.0,0.0,0.0,80.0
2017-09-26,842,362,3.0,109,44,0.0,2.0,0.0,0.0,80.0
2017-09-27,882,371,1.0,121,56,0.0,1.0,0.0,0.0,80.0
2017-09-28,881,386,2.0,179,63,0.0,1.0,0.0,0.0,80.0
2017-09-29,779,384,2.0,140,61,3.0,5.0,1.0,0.0,80.0
2017-09-30,660,311,7.0,76,37,0.0,5.0,3.0,0.0,80.0
2017-10-01,518,329,1.0,82,41,0.0,0.0,1.0,0.0,80.0
2017-10-02,619,289,4.0,89,39,1.0,1.0,1.0,0.0,80.0
2017-10-03,802,374,5.0,143,54,0.0,3.0,0.0,0.0,80.0
2017-10-04,847,327,5.0,121,61,1.0,4.0,2.0,0.0,80.0
2017-10-05,789,388,5.0,107,48,0.0,4.0,0.0,0.0,80.0
2017-10-06,780,343,1.0,96,53,0.0,3.0,0.0,0.0,80.0
2017-10-07,635,340,1.0,61,32,0.0,0.0,0.0,0.0,80.0
2017-10-08,541,356,5.0,49,36,0.0,3.0,1.0,0.0,80.0
2017-10-09,779,326,1.0,115,59,0.0,4.0,2.0,0.0,80.0
2017-10-10,758,310,1.0,69,25,0.0,4.0,2.0,0.0,80.0
2017-10-11,696,285,1.0,69,25,0.0,2.0,2.0,0.0,80.0
2017-10-12,527,277,2.0,109,54,0.0,1.0,3.0,0.0,80.0
2017-10-13,651,302,1.0,63,23,1.0,1.0,0.0,0.0,80.0
2017-10-14,496,265,1.0,50,16,0.0,1.0,0.0,0.0,80.0
2017-10-15,531,402,2.0,48,27,0.0,1.0,0.0,0.0,80.0
2017-10-16,696,284,2.0,73,39,0.0,3.0,0.0,0.0,80.0
2017-10-17,750,320,2.0,76,44,0.0,3.0,0.0,0.0,80.0
2017-10-18,708,318,1.0,95,63,0.0,4.0,1.0,0.0,80.0
2017-10-19,793,350,0.0,126,77,0.0,1.0,1.0,0.0,80.0
2017-10-20,549,264,0.0,65,47,0.0,2.0,1.0,0.0,80.0
2017-10-21,520,262,1.0,96,44,0.0,1.0,1.0,0.0,80.0
2017-10-22,503,332,0.0,118,90,0.0,5.0,0.0,0.0,80.0
2017-10-23,700,267,0.0,58,33,0.0,2.0,0.0,0.0,80.0
2017-10-24,761,286,0.0,84,29,0.0,3.0,3.0,0.0,80.0
2017-10-25,703,281,2.0,53,26,0.0,2.0,0.0,0.0,80.0
2017-10-26,740,320,0.0,66,42,0.0,1.0,1.0,0.0,80.0
2017-10-27,710,299,0.0,65,35,0.0,2.0,1.0,0.0,80.0
2017-10-28,508,256,0.0,53,30,0.0,4.0,0.0,0.0,80.0
2017-10-29,478,282,1.0,69,42,0.0,4.0,4.0,0.0,80.0
2017-10-30,675,272,0.0,76,49,0.0,0.0,1.0,0.0,80.0
2017-10-31,668,305,1.0,65,23,0.0,3.0,1.0,0.0,80.0
2017-11-01,667,283,1.0,60,37,0.0,2.0,0.0,0.0,80.0
2017-11-02,620,298,3.0,80,36,0.0,1.0,1.0,0.0,80.0
2017-11-03,604,258,1.0,89,43,0.0,2.0,1.0,0.0,80.0
2017-11-04,471,246,1.0,42,17,0.0,1.0,0.0,0.0,80.0
2017-11-05,419,279,0.0,42,19,0.0,2.0,1.0,0.0,80.0
2017-11-06,571,249,0.0,58,25,0.0,2.0,2.0,0.0,80.0
2017-11-07,637,289,0.0,54,29,0.0,5.0,0.0,0.0,80.0
2017-11-08,679,282,2.0,50,28,0.0,1.0,0.0,0.0,80.0
2017-11-09,654,292,0.0,87,42,0.0,1.0,0.0,0.0,80.0
2017-11-10,561,276,2.0,60,53,1.0,2.0,0.0,0.0,80.0
2017-11-11,436,233,1.0,50,38,0.0,0.0,0.0,0.0,80.0
2017-11-12,378,302,2.0,46,48,0.0,1.0,1.0,0.0,80.0
2017-11-13,479,225,0.0,42,24,0.0,0.0,1.0,0.0,80.0
2017-11-14,604,277,1.0,37,25,0.0,1.0,1.0,0.0,80.0
2017-11-15,494,324,0.0,72,46,0.0,1.0,2.0,0.0,80.0
2017-11-16,565,227,0.0,77,31,1.0,2.0,1.0,0.0,80.0
2017-11-17,561,263,0.0,92,36,0.0,2.0,0.0,0.0,80.0
2017-11-18,483,211,0.0,73,39,0.0,0.0,0.0,0.0,80.0
2017-11-19,402,231,2.0,122,60,0.0,1.0,0.0,0.0,80.0
2017-11-20,530,242,1.0,80,34,0.0,3.0,0.0,0.0,80.0
2017-11-21,626,261,1.0,69,18,0.0,4.0,0.0,0.0,80.0
2017-11-22,637,264,0.0,43,24,0.0,3.0,0.0,0.0,80.0
2017-11-23,621,266,1.0,66,31,1.0,1.0,0.0,0.0,80.0
2017-11-24,572,251,0.0,44,23,0.0,1.0,0.0,0.0,80.0
2017-11-25,463,215,1.0,73,33,0.0,1.0,0.0,0.0,80.0
2017-11-26,423,263,0.0,51,25,0.0,1.0,0.0,0.0,80.0
2017-11-27,485,211,0.0,79,20,0.0,1.0,0.0,0.0,80.0
2017-11-28,514,240,1.0,63,29,0.0,8.0,0.0,0.0,80.0
2017-11-29,487,215,0.0,66,24,0.0,1.0,1.0,0.0,80.0
2017-11-30,491,204,0.0,60,25,0.0,6.0,2.0,0.0,80.0
2017-12-01,477,223,0.0,77,18,0.0,6.0,2.0,0.0,80.0
2017-12-02,344,170,1.0,29,18,0.0,1.0,1.0,0.0,80.0
2017-12-03,273,214,4.0,20,38,0.0,0.0,2.0,0.0,80.0
2017-12-04,425,193,0.0,37,15,0.0,2.0,1.0,0.0,80.0
2017-12-05,557,238,0.0,23,14,0.0,0.0,1.0,0.0,80.0
2017-12-06,541,241,0.0,17,22,0.0,0.0,1.0,0.0,80.0
2017-12-07,578,226,0.0,34,9,0.0,3.0,0.0,0.0,80.0
2017-12-08,479,231,0.0,34,19,0.0,2.0,1.0,0.0,80.0
2017-12-09,453,234,2.0,29,17,0.0,2.0,0.0,0.0,80.0
2017-12-10,343,202,1.0,7,6,0.0,2.0,0.0,0.0,80.0
2017-12-11,479,261,2.0,19,12,0.0,0.0,0.0,0.0,80.0
2017-12-12,521,271,0.0,16,18,0.0,0.0,0.0,0.0,80.0
2017-12-13,481,195,0.0,47,25,0.0,0.0,1.0,0.0,80.0
2017-12-14,559,239,0.0,37,15,0.0,1.0,1.0,0.0,80.0
2017-12-15,473,185,2.0,45,27,0.0,1.0,0.0,0.0,80.0
2017-12-16,351,151,0.0,29,11,0.0,1.0,0.0,0.0,80.0
2017-12-17,339,182,0.0,41,15,0.0,0.0,0.0,0.0,80.0
2017-12-18,437,184,0.0,33,19,0.0,1.0,1.0,0.0,80.0
2017-12-19,242,85,0.0,13,9,0.0,0.0,0.0,0.0,80.0
2017-12-20,240,106,0.0,15,3,0.0,2.0,1.0,0.0,80.0
2017-12-21,337,104,0.0,23,8,0.0,1.0,0.0,0.0,80.0
2017-12-22,299,102,0.0,12,11,0.0,3.0,3.0,0.0,80.0
2017-12-23,258,100,0.0,14,7,0.0,2.0,1.0,0.0,80.0
2017-12-24,210,82,0.0,16,3,0.0,0.0,0.0,0.0,80.0
2017-12-25,214,123,0.0,21,17,0.0,0.0,0.0,0.0,80.0
2017-12-26,333,181,0.0,23,11,0.0,0.0,0.0,0.0,80.0
2017-12-27,392,195,0.0,24,8,0.0,2.0,0.0,0.0,80.0
2017-12-28,450,237,1.0,29,31,0.0,5.0,3.0,0.0,80.0
2017-12-29,482,245,0.0,64,21,0.0,5.0,1.0,0.0,80.0
2017-12-30,396,225,0.0,39,20,0.0,2.0,0.0,0.0,80.0
2017-12-31,234,111,0.0,34,13,0.0,3.0,0.0,0.0,80.0
